paper_id,source_collection,title,year,date_raw,venue,authors,doi,url,abstract,abstract_chars
42,ANN,"Efficient Approximate Nearest Neighbor Search via Hemi-Sphere Centroids Graph",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Qiu, Runwen; Tang, Jing",10.1145/3769786,https://dl.acm.org/doi/10.1145/3769786,"Nearest-neighbor search is a fundamental task in various applications, including retrieval-augmented generation, recommendation systems, and image classification. To cope with large datasets, Approximate Nearest Neighbor Search (ANNS) is widely used to save computational cost while maintaining high accuracy. Existing ANNS algorithms mainly focus on the Euclidean distance. However, in practice, cosine similarity is commonly adopted in downstream tasks. In this paper, we study the Monotonic Relative Neighbor Graph (MRNG), a state-of-the-art graph-based ANNS structure that shows strong performance under Euclidean distance. We analyze MRNG under cosine similarity and prove two key properties: (1) greedy search on the graph always moves closer to the query until the exact nearest neighbor is found, and (2) the graph's maximum out-degree is bounded by a constant independent of the dataset size. These properties lead to fast search and compact index size. However, constructing an exact MRNG is computationally expensive on large datasets. Moreover, existing approximate construction methods tailored for Euclidean distance, e.g., Euclidean centroid or KD-Trees, are not suitable for cosine similarity. To address these issues, we propose an approximate version of MRNG, named Hemi-Sphere Centroids Graph (HSCG), which uses the hemi-sphere centroids as the entry points and employs locality-sensitive hashing to initialize the graph efficiently. Extensive experiments on eight datasets demonstrate the superiority of HSCG in terms of both search performance and index size compared to existing representative algorithms under cosine similarity.",1651
81,ANN,"Efficient Dynamic Indexing for Range Filtered Approximate Nearest Neighbor Search",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Zhang, Fangyuan; Jiang, Mengxu; Hou, Guanhao; Shi, Jieming; Fan, Hua; Zhou, Wenchao; Li, Feifei; Wang, Sibo",10.1145/3725401,https://dl.acm.org/doi/10.1145/3725401,"Given a set O of objects consisting of               n               high-dimensional vectors, the problem of               approximate nearest neighbor (ANN)               search for a query vector               q               is crucial in many applications where objects are represented as feature vectors in high-dimensional spaces. Each object in O often has attributes like popularity or price, which influence the search. Practically, searching for the nearest neighbor to               q               might include a range filter specifying the desired attribute values, e.g., within a specific price range. Existing solutions for range filtered ANN search often face trade-offs among excessive storage, poor query performance, and limited support for updates. To address this challenge, we propose RangePQ, a novel indexing scheme that supports efficient range filtered ANN searches and updates, requiring only linear space. Our scheme integrates seamlessly with existing PQ-based index---a widely recognized, scalable index type for ANN searches---to enhance range-filtered ANN queries and update capabilities. Our indexing method, supporting arbitrary range filters, has a space complexity of (O(n log K)), where K is a parameter of the PQ-based index and log K scales with O(log n). To reduce the space cost, we further present a hybrid two-layer structure to reduce space usage to O(n), preserving query efficiency without additional update costs. Experimental results demonstrate that our indexing scheme significantly improves query performance while maintaining competitive update performance and space efficiency.",1632
22,ANN,"Elastic Index Selection for Label-Hybrid AKNN Search",2025,"2025-12-11 2025-12-11",,"Yang, Mingyu; Xia, Wenxuan; Li, Wentao; Wong, Raymond Chi-Wing; Wang, Wei",10.48550/arXiv.2505.03212,http://arxiv.org/abs/2505.03212,"Real-world vector embeddings are usually associated with extra labels, such as attributes and keywords. Many applications require the nearest neighbor search that contains specific labels, such as searching for product image embeddings restricted to a particular brand. A straightforward approach is to materialize all possible indices according to the complete query label workload. However, this leads to an exponential increase in both index space and processing time, which significantly limits scalability and efficiency. In this paper, we leverage the inclusion relationships among query label sets to construct partial indexes, enabling index sharing across queries for improved construction efficiency. We introduce \textit{elastic factor} bounds to guarantee search performance and use the greedy algorithm to select indices that meet the bounds, achieving a tradeoff between efficiency and space. Meanwhile, we also designed the algorithm to achieve the best elastic factor under a given space limitation. Experimental results on multiple real datasets demonstrate that our algorithm can achieve near-optimal search performance, achieving up to 10x-500x search efficiency speed up over state-of-the-art approaches. Our algorithm is highly versatile, since it is not constrained by index type and can seamlessly integrate with existing optimized libraries.",1365
4,SIGMOD/VLDB,"Extensible and Robust Evaluation of Similarity Queries",2025,"2025-07-00 07/2025","Proceedings of the VLDB Endowment","Schmitt, Daniel; Hütter, Thomas; Augsten, Nikolaus",10.14778/3749646.3749660,https://dl.acm.org/doi/10.14778/3749646.3749660,"We study the similarity join problem from a systems perspective. A similarity join retrieves all similar record pairs from two collections based on a given distance function. Existing solutions are often optimized for a single distance function and domain. Such monolithic solutions are limited in both their extensibility to new distance functions and their robustness against changing data characteristics.             To address these challenges, we introduce Fast, a similarity join algorithm designed for extensible and robust query evaluation. It leverages a novel abstraction called reductions, which transform similarity join problems from complex domains into simpler ones. A reduction graph is constructed to systematically enumerate query plans. Since cost models for similarity queries are typically unavailable, Fast employs runtime partitioning and a sampling-based strategy to select a near-optimal query plan with performance guarantees. It can utilize prebuilt indexes or build them on-the-fly, incorporating caching techniques to accelerate index construction and probing. Extensive experiments across diverse datasets, domains, and distance functions show that Fast consistently performs close to the optimal plan. Finally, two case studies highlight its strength as a baseline and its utility for prototyping future similarity join algorithms.",1363
85,SIGMOD/VLDB,"FAAQP: Fast and Accurate Approximate Query Processing based on Bitmap-augmented Sum-Product Network",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Zhang, Hanbing; Jing, Yinan; He, Zhenying; Zhang, Kai; Wang, X. Sean",10.1145/3725292,https://dl.acm.org/doi/10.1145/3725292,"For interactive data exploration, approximate query processing (AQP) is a useful approach that provides a timely response by trading query accuracy. To reduce query latency, existing AQP methods use samples or models rather than the underlying data to answer queries. However, it is difficult to achieve satisfactory results in terms of query accuracy and query latency simultaneously with these methods. For the sample-based methods, this is because the more accurate the query results are, the more samples are needed and the more time cost is required for processing. The model-based methods have lower query latency, but they cannot return the approximate results with high accuracy because the existing models cannot capture the complex data distribution accurately. In this paper, we propose a fast and accurate AQP method               FAAQP               . In FAAQP, we propose a novel unsupervised model               bitmap-augmented sum-product network               (BSPN) that combines the advantages of the sum-product network with bitmaps to capture the characteristics of data distribution more accurately. Then, we propose a budget-aware BSPN construction method that builds BSPN models with the maximum query accuracy for the given storage budget. Furthermore, to reduce the query latency of FAAQP, we propose a bitmap merging strategy that makes a trade-off between query accuracy and query latency. Experimental results on real-world and synthetic datasets show that FAAQP outperforms the state-of-the-art AQP methods and achieves 1.3×-9.0× improvements in query accuracy with a low query latency.",1617
57,ANN,"Gorgeous: Revisiting the Data Layout for Disk-Resident High-Dimensional Vector Search",2025,"2025-08-21 2025-08-21",,"Yin, Peiqi; Yan, Xiao; Zhou, Qihui; Li, Hui; Li, Xiaolu; Zhang, Lin; Wang, Meiling; Yao, Xin; Cheng, James",10.48550/arXiv.2508.15290,http://arxiv.org/abs/2508.15290,"Similarity-based vector search underpins many important applications, but a key challenge is processing massive vector datasets (e.g., in TBs). To reduce costs, some systems utilize SSDs as the primary data storage. They employ a proximity graph, which connects similar vectors to form a graph and is the state-of-the-art index for vector search. However, these systems are hindered by sub-optimal data layouts that fail to effectively utilize valuable memory space to reduce disk access and suffer from poor locality for accessing disk-resident data. Through extensive profiling and analysis, we found that the structure of the proximity graph index is accessed more frequently than the vectors themselves, yet existing systems do not distinguish between the two. To address this problem, we design the Gorgeous system with the principle of prioritizing graph structure over vectors. Specifically, Gorgeous features a memory cache that keeps the adjacency lists of graph nodes to improve cache hits and a disk block format that explicitly stores neighbors' adjacency lists along with a vector to enhance data locality. Experimental results show that Gorgeous consistently outperforms two state-of-the-art disk-based systems for vector search, boosting average query throughput by over 60% and reducing query latency by over 35%.",1329
75,ANN,"Graph-Based Vector Search: An Experimental Evaluation of the State-of-the-Art",2025,"2025-02-10 2025-02-10","Proceedings of the ACM on Management of Data","Azizi, Ilias; Echihabi, Karima; Palpanas, Themis",10.1145/3709693,https://dl.acm.org/doi/10.1145/3709693,"Vector data is prevalent across business and scientific applications, and its popularity is growing with the proliferation of learned embeddings. Vector data collections often reach billions of vectors with thousands of dimensions, thus, increasing the complexity of their analysis. Vector search is the backbone of many critical analytical tasks, and graph-based methods have become the best choice for analytical tasks that do not require guarantees on the quality of the answers. We briefly survey in-memory graph-based vector search, outline the chronology of the different methods and classify them according to five main design paradigms: seed selection, incremental insertion, neighborhood propagation, neighborhood diversification, and divide-and-conquer. We conduct an exhaustive experimental evaluation of twelve state-of-the-art methods on seven real data collections, with sizes up to 1 billion vectors. We share key insights about the strengths and limitations of these methods; e.g., the best approaches are typically based on incremental insertion and neighborhood diversification, and the choice of the base graph can hurt scalability. Finally, we discuss open research directions, such as the importance of devising more sophisticated data-adaptive seed selection and diversification strategies.",1312
35,ANN,"HARMONY: A Scalable Distributed Vector Database for High-Throughput Approximate Nearest Neighbor Search",2025,"2025-09-22 2025-09-22","Proceedings of the ACM on Management of Data","Xu, Qian; Zhang, Feng; Li, Chengxi; Cao, Lei; Chen, Zheng; Zhai, Jidong; Du, Xiaoyong",10.1145/3749167,https://dl.acm.org/doi/10.1145/3749167,"Approximate Nearest Neighbor Search (ANNS) is essential for various data-intensive applications, including recommendation systems, image retrieval, and machine learning. Scaling ANNS to handle billions of high-dimensional vectors on a single machine presents significant challenges in memory capacity and processing efficiency. To address these challenges, distributed vector databases leverage multiple nodes for the parallel storage and processing of vectors. However, existing solutions often suffer from load imbalance and high communication overhead, primarily due to traditional partition strategies that fail to effectively distribute the workload. In this paper, we introduce Harmony, a distributed ANNS system that employs a novel multi-granularity partition strategy, combining dimension-based and vector-based partition. This strategy ensures a balanced distribution of computational load across all nodes while effectively minimizing communication costs. Furthermore, Harmony incorporates an early-stop pruning mechanism that leverages the monotonicity of distance computations in dimension-based partition, resulting in significant reductions in both computational and communication overhead. We conducted extensive experiments on diverse real-world datasets, demonstrating that Harmony outperforms leading distributed vector databases, achieving 4.63× throughput on average in four nodes and 58% performance improvement over traditional distribution for skewed workloads.",1485
41,ANN,"High-Throughput, Cost-Effective Billion-Scale Vector Search with a Single GPU",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Jiang, Haodi; Guo, Hao; Xie, Minhui; Shu, Jiwu; Lu, Youyou",10.1145/3769799,https://dl.acm.org/doi/10.1145/3769799,"Approximate nearest neighbor search (ANNS) is broadly adopted in numerous scenarios. Real-world applications seek efficient ways to search billion-scale vectors in high throughput. On-SSD graph-based ANNS systems have the opportunity to achieve this goal, but the limited CPU computing power becomes a bottleneck. In this paper, we propose a GPU-centric, CPU-assisted ANNS architecture and design               GustANN,               a billion-scale graph-based vector search system for high throughput and cost-effectiveness. We achieve these goals with three techniques: (1) memory-efficient GPU kernels optimized to minimize the GPU memory usage in the graph search, which allows higher concurrency for GPU and SSD; (2) CPU-assisted transfer to address the PCIe bandwidth bottleneck on the GPU-side; (3) pivot search for inter-SSD load balancing. Compared to existing ANNS systems,               GustANN               achieves at least 2.50× higher throughput, and is 2.62× more cost-effective (measured in /QPS).",1016
9,SIGMOD/VLDB,"Holistic Query Approximation via RL Modeling",2025,"2025-02-00 02/2025","Proceedings of the VLDB Endowment","Davidson, Susan B.; Milo, Tova; Razmadze, Kathy; Zeevi, Gal",10.14778/3725688.3725695,https://dl.acm.org/doi/10.14778/3725688.3725695,"In data exploration, executing queries over a large database can be time-consuming. Previous work has proposed approximate query processing as a way to speed up aggregate queries in this context, but do not address non-aggregate queries. Our paper introduces a novel holistic approach to handle both types of queries by finding an optimized subset of data, referred to as an               approximation set.               The goal is to maximize query result quality while using a smaller set of data, thereby significantly reducing the query execution time. We formalize this problem as Holistic Approximate Query Processing and establish its NP-completeness. To tackle this, we propose an approximate solution using               Reinforcement Learning               , termed HARLM. While HARLM does not provide theoretical guarantees due to its reliance on Reinforcement Learning, it effectively overcomes challenges related to the large action space and the need for generalization beyond a known query workload. Experimental results on both non-aggregate and aggregate benchmarks show that HARLM significantly outperforms the baselines both in terms of accuracy (30% improvement) and efficiency (10–35X).",1209
26,ANN,"Machine Learning for Graph Data Management and Query Processing",2025,"2025-08-00 08/2025","Proceedings of the VLDB Endowment","Wang, Hanchen; Zhang, Ying; Zhang, Wenjie",10.14778/3750601.3750702,https://dl.acm.org/doi/10.14778/3750601.3750702,"Machine learning techniques have been proposed to optimize the performance of graph databases in recent years. Due to the NP-hardness of graph database tasks and the complexity of graph data, traditional exact solutions usually encounter efficiency issues, while the performance of approximation solutions can be affected by issues like sampling failure and local optimality. Empowered by the inherent advantages of machine learning, the learning-based techniques show the generalization ability and better performance in many scenarios, including graph data management and graph query processing. Despite the efficiency and accuracy brought by machine learning techniques, machine learning for graph database models still face several critical challenges, including scalability and adaptability. In this tutorial, we first provide an in-depth survey of learning-based graph data management and query processing techniques published in recent database and data mining conferences to sketch the frontier of the research of Machine Learning for Graph Database. We also discuss the open challenges and provide future directions.",1125
84,ANN,"MIRAGE-ANNS: Mixed Approach Graph-based Indexing for Approximate Nearest Neighbor Search",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Voruganti, Sairaj; Özsu, M. Tamer",10.1145/3725325,https://dl.acm.org/doi/10.1145/3725325,"Approximate nearest neighbor search (ANNS) on high dimensional vectors is important for numerous applications, such as search engines, recommendation systems, and more recently, large language models (LLMs), where Retrieval Augmented Generation (RAG) is used to add context to an LLM query. Graph-based indexes built on these vectors have been shown to perform best but have challenges. These indexes can either employ refinement-based construction strategies such as K-Graph and NSG, or increment-based strategies such as HNSW. Refinement-based approaches have fast construction times, but worse search performance and do not allow for incremental inserts, requiring a full reconstruction each time new vectors are added to the index. Increment-based approaches have good search performance and allow for incremental inserts, but suffer from slow construction. This work presents MIRAGE-ANNS (               M               ixed               I               ncremental               R               efinement               A               pproach               G               raph-based               E               xploration for Approximate Nearest Neighbor Search) that constructs the index as fast as refinement-based approaches while retaining search performance comparable or better than increment-based ones. It also allows incremental inserts. We show that MIRAGE achieves state of the art construction and query performance, outperforming existing methods by up to 2x query throughput on real-world datasets.",1521
32,ANN,"NaviX: A Native Vector Index Design for Graph DBMSs With Robust Predicate-Agnostic Search Performance",2025,"2025-06-29 2025-06-29",,"Sehgal, Gaurav; Salihoglu, Semih",10.48550/arXiv.2506.23397,http://arxiv.org/abs/2506.23397,"There is an increasing demand for extending existing DBMSs with vector indices so that they become unified systems capable of supporting modern predictive applications, which require joint querying of vector embeddings together with the structured properties and connections of objects. We present NaviX, a native vector index for graph DBMSs (GDBMSs) that has two main design goals. First, we aim to implement a disk-based vector index that leverages the core storage and query-processing capabilities of the underlying GDBMS. To this end, NaviX is built on the Hierarchical Navigable Small-World (HNSW) graph, which itself is a graph-based structure. Second, we aim to support predicate-agnostic filtered vector search queries, in which the k nearest neighbors (kNNs) of a query vector vQ are searched only within an arbitrary subset S of vectors defined by an ad-hoc selection sub-query QS. We adopt a prefiltering approach that evaluates QS first and passes the full description of subset S to the kNN search operator. We study how to design a prefiltering search algorithm that remains robust under varying selectivities and under different correlations between subset S and query vector vQ. We propose an adaptive algorithm that uses the local selectivity of each vector in the HNSW graph to choose an appropriate heuristic at every iteration of the kNN search. Finally, We demonstrate NaviX's robustness and efficiency through extensive experiments against both existing prefiltering- and postfiltering-based baselines.",1526
79,SIGMOD/VLDB,"PDX: A Data Layout for Vector Similarity Search",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Kuffo, Leonardo; Krippner, Elena; Boncz, Peter",10.1145/3725333,https://dl.acm.org/doi/10.1145/3725333,"We propose Partition Dimensions Across (PDX), a data layout for vectors (e.g., embeddings) that, similar to PAX [6], stores multiple vectors in one block, using a vertical layout for the dimensions (Figure 1). PDX accelerates exact and approximate similarity search thanks to its dimension-by-dimension search strategy that operates on multiple-vectors-at-a-time in tight loops. It beats SIMD-optimized distance kernels on standard horizontal vector storage (avg 40% faster), only relying on scalar code that gets auto-vectorized. We combined the PDX layout with recent dimension-pruning algorithms ADSampling [19] and BSA [52] that accelerate approximate vector search. We found that these algorithms on the horizontal vector layout can lose to SIMD-optimized linear scans, even if they are SIMD-optimized. However, when used on PDX, their benefit is restored to 2-7x. We find that search on PDX is especially fast if a limited number of dimensions has to be scanned fully, which is what the dimension-pruning approaches do. We finally introduce PDX-BOND, an even more flexible dimension-pruning strategy, with good performance on exact search and reasonable performance on approximate search. Unlike previous pruning algorithms, it can work on vector data ''as-is'' without preprocessing; making it attractive for vector databases with frequent updates.",1355
87,SIGMOD/VLDB,"PilotDB: Database-Agnostic Online Approximate Query Processing with A Priori Error Guarantees",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Zhu, Yuxuan; Jin, Tengjun; Baziotis, Stefanos; Zhang, Chengsong; Mendis, Charith; Kang, Daniel",10.1145/3725335,https://dl.acm.org/doi/10.1145/3725335,"After decades of research in approximate query processing (AQP), its adoption in the industry remains limited. Existing methods struggle to simultaneously provide user-specified error guarantees, eliminate maintenance overheads, and avoid modifications to database management systems. To address these challenges, we introduce two novel techniques, TAQA and BSAP. TAQA is a two-stage online AQP algorithm that achieves all three properties for arbitrary queries. However, it can be slower than exact queries if we use standard row-level sampling. BSAP resolves this by enabling block-level sampling with statistical guarantees in TAQA. We implement TAQA and BSAP in a prototype middleware system, PilotDB, that is compatible with all DBMSs supporting efficient block-level sampling. We evaluate PilotDB on PostgreSQL, SQL Server, and DuckDB over real-world benchmarks, demonstrating up to 126X speedups when running with a 5% guaranteed error.",943
86,ANN,"Practical and Asymptotically Optimal Quantization of High-Dimensional Vectors in Euclidean Space for Approximate Nearest Neighbor Search",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Gao, Jianyang; Gou, Yutong; Xu, Yuexuan; Yang, Yongyi; Long, Cheng; Wong, Raymond Chi-Wing",10.1145/3725413,https://dl.acm.org/doi/10.1145/3725413,"Approximate nearest neighbor (ANN) query               in high-dimensional Euclidean space is a key operator in database systems. For this query, quantization is a popular family of methods developed for compressing vectors and reducing memory consumption. Among these methods, a recent algorithm called RaBitQ achieves the state-of-the-art performance and provides an asymptotically optimal theoretical error bound. RaBitQ uses 1 bit per dimension for quantization and compresses vectors with a large compression rate. In this paper, we extend RaBitQ to compress vectors with flexible compression rates - it achieves this by using B bits per dimension for quantization with B = 1, 2, ... It inherits the theoretical guarantees of RaBitQ and achieves the asymptotic optimality in terms of the trade-off between space and error bounds as to be proven in this study. Additionally, we present efficient implementations of the extended RaBitQ, enabling its application to ANN queries to reduce both space and time consumption. Extensive experiments on real-world datasets confirm that our method consistently outperforms the state-of-the-art baselines in both accuracy and efficiency when using the same amount of memory.",1217
24,ANN,"RED-ANNS: An RDMA-Enabled Distributed Framework for Graph-Based Approximate Nearest Neighbor Search",2025,"2025-11-01 2025-11-01","Proceedings of the VLDB Endowment","Chen, Yue; Zhang, Kai; Chen, Sipeng; Xiao, Shihai; Zou, Xiaomin; Ren, Ren; Jing, Yinan; Wang, X. Sean; Cao, Li; Wan, Mingxiang",10.14778/3778092.3778101,https://dl.acm.org/doi/10.14778/3778092.3778101,"Unstructured data, such as text and images, are converted into high-dimensional vectors to capture their semantics for effective data retrieval. Approximate Nearest Neighbor Search (ANNS) over these vectors has become a fundamental technique in many domains, including retrieval-augmented generation and recommendation systems. With an ever-increasing volume of data, existing distributed solutions typically segment data across multiple machine nodes, handling query processing in a MapReduce-style approach. However, this approach suffers from reduced indexing efficiency and increased computational overhead, resulting in limited performance enhancement despite investing several times more resources.             In this work, we propose RED-ANNS, a distributed ANNS approach on an RDMA network. The core idea is to maintain a logically full graph across a shared memory space of multiple nodes and utilize Remote Direct Memory Access (RDMA) to search the distributed graph, thereby avoiding the reduction in indexing efficiency caused by segmentation. The key to making this approach effective is to address the overhead associated with remote accesses. We reduce remote access frequency through locality-aware data placement and affinity-based query scheduling, while we hide remote access latency with a dependency-relaxed best-first search algorithm. Extensive experiments demonstrate that RED-ANNS achieves a performance improvement of up to 2.5× over MapReduce-style approaches and up to 5.3× over open source vector databases.",1537
8,ANN,"Revisiting the Index Construction of Proximity Graph-Based Approximate Nearest Neighbor Search",2025,"2025-02-17 2025-02-17",,"Yang, Shuo; Xie, Jiadong; Liu, Yingfan; Yu, Jeffrey Xu; Gao, Xiyue; Wang, Qianru; Peng, Yanguo; Cui, Jiangtao",10.48550/arXiv.2410.01231,http://arxiv.org/abs/2410.01231,"Proximity graphs (PG) have gained increasing popularity as the state-of-the-art solutions to $k$-approximate nearest neighbor ($k$-ANN) search on high-dimensional data, which serves as a fundamental function in various fields, e.g., retrieval-augmented generation. Although PG-based approaches have the best $k$-ANN search performance, their index construction cost is superlinear to the number of points. Such superlinear cost substantially limits their scalability in the era of big data. Hence, the goal of this paper is to accelerate the construction of PG-based methods without compromising their $k$-ANN search performance. To achieve this goal, two mainstream categories of PG are revisited: relative neighborhood graph (RNG) and navigable small world graph (NSWG). By revisiting their construction process, we find the issues of construction efficiency. To address these issues, we propose a new construction framework with a novel pruning strategy for edge selection, which accelerates RNG construction while keeping its $k$-ANN search performance. Then, we integrate this framework into NSWG construction to enhance both the construction efficiency and $k$-ANN search performance of NSWG. Extensive experiments are conducted to validate our construction framework for both RNG and NSWG, and that it significantly reduces the PG construction cost, achieving up to 5.6x speedup, while not compromising the $k$-ANN search performance.",1441
39,ANN,"Scalable Graph Indexing using GPUs for Approximate Nearest Neighbor Search",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Li, Zhonggen; Ke, Xiangyu; Zhu, Yifan; Yu, Bocheng; Zheng, Baihua; Gao, Yunjun",10.1145/3769825,https://dl.acm.org/doi/10.1145/3769825,"Approximate nearest neighbor search (ANNS) in high-dimensional vector spaces has a wide range of real-world applications. Numerous methods have been proposed to handle ANNS efficiently, while graph-based indexes have gained prominence due to their high accuracy and efficiency. However, the indexing overhead of graph-based indexes remains substantial. With exponential growth in data volume and increasing demands for dynamic index adjustments, this overhead continues to escalate, posing a critical challenge.                            In this paper, we introduce Tagore, a fas               T               library               a               ccelerated by               G               PUs f               or               graph ind               e               xing, which has powerful capabilities of constructing refinement-based graph indexes such as NSG and Vamana. We first introduce GNN-Descent, a GPU-specific algorithm for efficient k-Nearest Neighbor (k-NN) graph initialization. GNN-Descent speeds up the similarity comparison by a two-phase descent procedure and enables highly parallelized neighbor updates. Next, aiming to support various k-NN graph pruning strategies, we formulate a universal pruning procedure termed CFS and devise two generalized GPU kernels for parallel processing complex dependencies in neighbor relationships. For large-scale datasets exceeding GPU memory capacity, we propose an asynchronous GPU-CPU-disk indexing framework with a cluster-aware caching mechanism to minimize the I/O pressure on the disk. Extensive experiments on 7 real-world datasets exhibit that Tagore achieves 1.32x to 112.79x speedup while maintaining the index quality.",1690
19,ANN,"Select Edges Wisely: Monotonic Path Aware Graph Layout Optimization for Disk-Based ANN Search",2025,"2025-07-00 07/2025","Proceedings of the VLDB Endowment","Yue, Ziyang; Zheng, Bolong; Xu, Ling; Xu, Kanru; Zhang, Shuhao; Du, Yajuan; Gao, Yunjun; Zhou, Xiaofang; Jensen, Christian S.",10.14778/3749646.3749697,https://dl.acm.org/doi/10.14778/3749646.3749697,"Approximate nearest neighbor (ANN) search is a critical problem in various real-world applications. However, as one of the most promising solutions to ANN search, graph-based indexes often suffer from high memory consumption. Although a few studies attempt to alleviate this issue by storing the index on inexpensive disk storage, they still face challenges such as insufficient data locality and low efficiency when optimizing the graph layout on disk. Therefore, we propose MARGO, a monotonic path-aware graph layout optimization method for disk-based ANN search. First, we present the essence of graph layout optimization in disk-based ANN search, and design a monotonic path-aware objective function that weighs the edges based on their importance in monotonic paths, supported by rigorous theoretical analysis. Second, we propose a greedy algorithm that prioritizes high-weight edges to accommodate more monotonic paths. To enhance efficiency, MARGO introduces a two stage decoupling method that processes intra-cluster edges in parallel first, followed by inter-cluster edges. Third, we develop a weight computation strategy that computes edge weights on-the-fly during index construction with almost no additional overhead. A comprehensive experimental study demonstrates that MARGO improves search efficiency by up to 26.6% while maintaining the same recall, and accelerates the graph layout optimization by up to 5.5×.",1427
31,ANN,"SIEVE: Effective Filtered Vector Search with Collection of Indexes",2025,"2025-07-00 07/2025","Proceedings of the VLDB Endowment","Li, Zhaoheng; Huang, Silu; Ding, Wei; Park, Yongjoo; Chen, Jianjun",10.14778/3749646.3749725,http://arxiv.org/abs/2507.11907,"Many real-world tasks such as recommending videos with the kids tag can be reduced to finding most similar vectors associated with hard predicates. This task, filtered vector search, is challenging as prior state-of-the-art graph-based (unfiltered) similarity search techniques quickly degenerate when hard constraints are considered. That is, effective graph-based filtered similarity search relies on sufficient connectivity for reaching the most similar items within just a few hops. To consider predicates, recent works propose modifying graph traversal to visit only the items that may satisfy predicates. However, they fail to offer the just-a-few-hops property for a wide range of predicates: they must restrict predicates significantly or lose efficiency if only a small fraction of items satisfy predicates. We propose an opposite approach: instead of constraining traversal, we build many indexes each serving different predicate forms. For effective construction, we devise a three-dimensional analytical model capturing relationships among index size, search time, and recall, with which we follow a workload-aware approach to pack as many useful indexes as possible into a collection. At query time, the analytical model is employed yet again to discern the one that offers the fastest search at a given recall. We show superior performance and support on datasets with varying selectivities and forms: our approach achieves up to 8.06x speedup while having as low as 1% build time versus other indexes, with less than 2.15x memory of a standard HNSW graph and modest knowledge of past workloads.",1609
74,ANN,"Subspace Collision: An Efficient and Accurate Framework for High-dimensional Approximate Nearest Neighbor Search",2025,"2025-02-10 2025-02-10","Proceedings of the ACM on Management of Data","Wei, Jiuqi; Lee, Xiaodong; Liao, Zhenyu; Palpanas, Themis; Peng, Botao",10.1145/3709729,https://dl.acm.org/doi/10.1145/3709729,"Approximate Nearest Neighbor (ANN) search in high-dimensional Euclidean spaces is a fundamental problem with a wide range of applications. However, there is currently no ANN method that performs well in both indexing and query answering performance, while providing rigorous theoretical guarantees for the quality of the answers. In this paper, we first design SC-score, a metric that we show follows the Pareto principle and can act as a proxy for the Euclidean distance between data points. Inspired by this, we propose a novel ANN search framework called Subspace Collision (SC), which can provide theoretical guarantees on the quality of its results. We further propose SuCo, which achieves efficient and accurate ANN search by designing a clustering-based lightweight index and query strategies for our proposed subspace collision framework. Extensive experiments on real-world datasets demonstrate that both the indexing and query answering performance of SuCo outperform state-of-the-art ANN methods that can provide theoretical guarantees, performing 1-2 orders of magnitude faster query answering with only up to one-tenth of the index memory footprint. Moreover, SuCo achieves top performance (best for hard datasets) even when compared to methods that do not provide theoretical guarantees.",1301
77,ANN,"SymphonyQG: Towards Symphonious Integration of Quantization and Graph for Approximate Nearest Neighbor Search",2025,"2025-02-10 2025-02-10","Proceedings of the ACM on Management of Data","Gou, Yutong; Gao, Jianyang; Xu, Yuexuan; Long, Cheng",10.1145/3709730,https://dl.acm.org/doi/10.1145/3709730,"Approximate nearest neighbor (ANN) search in high-dimensional Euclidean space has a broad range of applications. Among existing ANN algorithms, graph-based methods have shown superior performance in terms of the time-accuracy trade-off. However, they face performance bottlenecks due to the random memory accesses caused by the searching process on the graph indices and the costs of computing exact distances to guide the searching process. To relieve the bottlenecks, a recent method named NGT-QG makes an attempt by integrating quantization and graph. It (1) replicates and stores the quantization codes of a vertex's neighbors compactly so that they can be accessed sequentially, and (2) uses a SIMD-based implementation named FastScan to efficiently estimate distances based on the quantization codes in batch for guiding the searching process. While NGT-QG achieves promising improvements over the vanilla graph-based methods, it has not fully unleashed the potential of integrating quantization and graph. For instance, it entails a re-ranking step to compute exact distances at the end, which introduces extra random memory accesses; its graph structure is not jointly designed considering the in-batch nature of FastScan, which causes wastes of computation in searching. In this work, following NGT-QG, we present a new method named SymphonyQG, which achieves more symphonious integration of quantization and graph (e.g., it avoids the explicit re-ranking step and refines the graph structure to be more aligned with FastScan). Based on extensive experiments on real-world datasets, SymphonyQG establishes the new state-of-the-art in terms of the time-accuracy trade-off: at 95% recall, SymphonyQG achieves 1.5x-4.5x QPS compared with the most competitive baselines and achieves 3.5x-17x QPS compared with the classical library HNSWlib across all tested datasets. At the same time, its indexing is at least 8x faster than NGT-QG.",1938
